"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TAS2R14",80.8597416483053,-0.646495771099056,0.598795551091566,-1.07966027790376,0.280293488557104,0.634171925769616
"SMIM10L1",1366.03417823187,-1.64587998972467,0.705193136233045,-2.33394215734505,0.0195987508961213,0.574250654029296
"ETV6",1408.3098265119,0.239890384091032,0.76338812626423,0.314244321908668,0.753335482355359,0.906576380687645
"LRP6",1452.92074204795,-0.178375408607324,0.464795911120871,-0.383771466872775,0.701147837827921,0.882663523776561
"MANSC1",559.41006800324,-0.340386439881998,0.298455175569799,-1.14049434469396,0.254080407453985,0.619912512742316
"BORCS5",725.692446127445,-1.08932307199241,0.604651783814946,-1.80157092255565,0.0716129395278762,0.574250654029296
"DUSP16",2299.71568146512,0.114320241079273,0.276525017034727,0.413417354802718,0.679300861637983,0.870185425702385
"CREBL2",4015.21498688361,-0.151677868949783,0.280179143209273,-0.54136031402056,0.588259255670174,0.829659392538525
"GPR19",412.18036961206,0.369600592397307,0.628321667086252,0.58823467621493,0.556374785116171,0.812911363325146
"CDKN1B",3694.71407379994,-0.0958849865749664,0.381266147264936,-0.251490952613575,0.801434556240824,0.925789633000353
"APOLD1",14541.1815735091,-0.099449294222167,0.294690038646438,-0.337470837762127,0.735761992190061,0.897750123735693
"RPL13AP20",90.5386312358636,-2.5017736907695,1.32712765854368,-1.88510402496985,NA,NA
"GPRC5A",1881.1851526732,0.653910928957151,0.656328782053805,0.996316094672722,0.319096586160729,0.662132359203142
"HEBP1",2041.92843218031,-1.22313740050753,0.812462334104728,-1.50546966814817,0.132203369380066,0.574250654029296
"FAM234B",671.152509404067,0.433026002865087,0.652952624752818,0.66318134953361,0.507214414778819,0.783049835741461
